2020-12-22 10:09,0,0,-1
2020-12-22 10:00,0,0,-1
2020-12-22 09:56,0,0,-1
2020-12-22 09:49,0,0,-1
2020-12-22 09:38,0,0,-1
2020-12-22 09:33,0,0,-1
2020-12-22 09:25,0,0,-1
2020-12-22 09:21,0,0,-1
2020-12-22 09:21,0,0,-1
2020-12-22 09:19,0,0,-1
2020-12-22 09:16,0,0,-1
2020-12-22 09:10,0,0,-1
2020-12-22 09:07,0,0,-1
2020-12-22 09:02,0,0,-1
2020-12-22 08:57,0,0,-1
2020-12-22 08:49,0,0,-1
2020-12-22 08:47,0,0,-1
2020-12-22 08:28,0,0,-1
2020-12-22 08:22,0,0,-1
2020-12-22 08:21,0,0,-1
2020-12-22 07:59,0,0,-1
2020-12-22 07:57,0,0,-1
2020-12-22 07:57,0,0,-1
2020-12-22 07:57,0,0,-1
2020-12-22 07:46,0,0,-1
2020-12-22 07:36,0,0,-1
2020-12-22 07:09,0,0,-1
2020-12-22 07:08,0,0,-1
2020-12-22 06:52,0,0,-1
2020-12-22 06:42,0,0,-1
2020-12-22 06:16,0,0,-1
2020-12-22 06:15,0,0,-1
2020-12-22 05:58,0,0,-1
2020-12-22 05:42,0,0,-1
2020-12-22 05:25,0,0,-1
2020-12-22 05:16,0,0,-1
2020-12-22 04:58,0,0,-1
2020-12-22 04:50,0,0,-1
2020-12-22 04:36,0,0,-1
2020-12-22 04:04,0,0,-1
2020-12-22 03:44,0,0,-1
2020-12-22 03:35,0,0,-1
2020-12-22 03:22,0,0,-1
2020-12-22 03:17,0,0,-1
2020-12-22 02:38,0,0,-1
2020-12-22 01:54,0,0,-1
2020-12-22 00:51,0,0,-1
2020-12-22 00:46,0,0,-1
2020-12-22 00:41,0,0,-1
2020-12-22 00:20,0,0,-1
2020-12-22 00:12,0,0,-1
2020-12-22 00:08,0,0,-1
2020-12-21 23:52,0,0,-1
2020-12-21 23:52,0,0,-1
2020-12-21 23:28,0,0,-1
2020-12-21 23:17,0,0,-1
2020-12-21 23:11,0,0,-1
2020-12-21 23:10,0,0,-1
2020-12-21 23:04,0,0,-1
2020-12-21 23:03,0,0,-1
2020-12-21 23:02,0,0,-1
2020-12-21 22:56,0,0,-1
2020-12-21 22:55,0,0,-1
2020-12-21 22:53,0,0,-1
2020-12-21 22:50,0,0,-1
2020-12-21 22:35,0,0,-1
2020-12-21 22:34,0,0,-1
2020-12-21 22:33,0,0,-1
2020-12-21 22:31,0,0,-1
2020-12-21 22:30,0,0,-1
2020-12-21 22:29,0,0,-1
2020-12-21 22:26,0,0,-1
2020-12-21 22:22,0,0,-1
2020-12-21 22:20,0,0,-1
2020-12-21 22:19,0,0,-1
2020-12-21 22:17,0,0,-1
2020-12-21 22:12,0,0,-1
2020-12-21 22:12,0,0,-1
2020-12-21 22:12,0,0,-1
2020-12-21 22:11,0,0,-1
2020-12-21 22:11,0,0,-1
2020-12-21 22:10,0,0,-1
2020-12-21 22:10,0,0,-1
2020-12-21 22:05,0,0,-1
2020-12-21 22:01,0,0,-1
2020-12-21 21:54,0,0,-1
2020-12-21 21:53,0,0,-1
2020-12-21 21:52,0,0,-1
2020-12-21 21:52,0,0,-1
2020-12-21 21:49,0,0,-1
2020-12-21 21:49,0,0,-1
2020-12-21 21:49,0,0,-1
2020-12-21 21:48,0,0,-1
2020-12-21 21:48,0,0,-1
2020-12-21 21:17,3,2,-1
2020-12-21 20:57,1,0,-1
2020-12-21 20:54,0,0,-1
2020-12-21 20:26,0,0,-1
2020-12-21 20:22,0,0,-1
2020-12-21 19:50,0,0,-1
2020-12-21 17:58,0,0,-1
2020-12-21 17:54,0,0,-1
2020-12-21 17:45,1,0,-1
2020-12-21 17:27,0,0,-1
2020-12-21 17:26,1,0,-1
2020-12-21 17:25,4,0,-1
2020-12-21 17:23,0,0,-1
2020-12-21 17:23,0,0,-1
2020-12-21 17:07,2,1,-1
2020-12-21 17:07,0,0,-1
2020-12-21 16:53,0,0,-1
2020-12-21 16:44,0,0,-1
2020-12-21 16:42,0,0,-1
2020-12-21 16:41,0,0,-1
2020-12-21 16:21,7,0,-1
2021-03-18 00:24,0,0,-1
2020-12-29 20:56,0,0,-1
2020-12-22 14:25,0,0,-1
2020-12-22 10:25,0,0,-1
2020-12-22 01:13,0,0,-1
2020-12-21 19:08,0,0,-1
2020-12-21 17:53,1,0,-1
2020-12-21 16:57,0,0,-1
2020-12-21 15:50,1,2,-1
2020-12-21 15:46,6,1,-1
2020-12-22 09:41,0,0,-1
